python-jaraco.functools 3.6.0-1
python-jaraco.text 3.11.1-1
python-mako 1.2.4-1
python-markupsafe 2.1.2-1
python-marshmallow 3.19.0-1
python-more-itertools 9.0.0-1
python-ordered-set 4.1.0-1
python-packaging 23.0-1
python-pexpect 4.8.0-6
python-pillow 9.4.0-2
python-platformdirs 3.1.0-1
python-ply 3.11-10
python-psutil 5.9.4-1
python-ptyprocess 0.7.0-4
python-pyasn1 0.4.8-7
python-pyasn1-modules 0.2.8-6
python-pycparser 2.21-3
python-pycups 2.0.1-5
python-pycurl 7.45.2-1
python-pydantic 1.10.6-1
python-pyopenssl 23.0.0-1
python-pyparsing 3.0.9-1
python-pyparted 3.11.7-1.1
python-pysmbc 1.0.23-3
python-pyxdg 0.28-1
python-rencode 1.0.6-7
python-send2trash 1.8.0-3
python-service-identity 21.1.0-4
python-setproctitle 1.3.2-1
python-setuptools 1:67.5.0-1
python-six 1.16.0-6
python-tomli 2.0.1-1
python-trove-classifiers 2023.3.9-1
python-twisted 22.10.0-1
python-typing_extensions 4.5.0-1
python-validate-pyproject 0.12.1-1
python-xapp 2.4.0-1
python-xcffib 1.2.0-1
python-xlib 0.33-1
python-xpybutil 0.0.6-4
python-yaml 6.0-1
python-zope-interface 5.5.2-1
qogir-gtk-theme-git 2023.02.27.r12.gb3481b2-1
qogir-icon-theme-git 2023.02.23.r10.gcc54fc5b-1
qpdf 11.3.0-1
qpdfview 0.5.0-1
qrencode 4.1.1-2
qt5-base 5.15.8+kde+r183-1
qt5-declarative 5.15.8+kde+r24-2
qt5-graphicaleffects 5.15.8-1
qt5-location 5.15.8+kde+r4-2
qt5-multimedia 5.15.8+kde+r2-1
qt5-quickcontrols 5.15.8-1
qt5-quickcontrols2 5.15.8+kde+r7-1
qt5-speech 5.15.8+kde+r1-1
qt5-svg 5.15.8+kde+r8-1
qt5-translations 5.15.8-1
qt5-wayland 5.15.8+kde+r63-1
qt5-webchannel 5.15.8+kde+r3-1
qt5-webengine 5.15.13-1
qt5-websockets 5.15.8+kde+r3-1
qt5-x11extras 5.15.8-1
qt5ct 1.7-1
qtkeychain-qt5 0.13.2-1
raptor 2.0.15-21
rate-mirrors 0.15.0-1
rav1e 0.6.3-1
re2 1:20230301-1
readline 8.2.001-2
realtime-privileges 4-1
redshift 1.12-6
reflector 2021.11-5
reflector-simple 2.0-1.1
reiserfsprogs 3.6.27-4
rest 0.8.1+r4+ge5ee6ef-1
ristretto 0.13.0-1
rofi 1.7.5-1
rp-pppoe 3.15-2
rpcbind 1.2.6-3
rsync 3.2.7-3
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.1.2-1
run-parts 5.5-1
samba 4.18.0-1
samba-support 1-7
sane 1.2.1-4
sane-airscan 0.99.27-1
sbc 2.0-1
scanner-support 1-4
sdl12-compat 1.2.60-1
sdl2 2.26.4-1
sed 4.9-3
serd 0.30.16-1
serf 1.3.9-8
shaderc 2023.2-1
shadow 4.13-2
shared-mime-info 2.2+13+ga2ffb28-1
simple-scan 42.5-1
skippy-xd-git v2023.03.10.12.g486f4c9-1
slang 2.3.3-2
smbclient 4.18.0-1
snap-pac 3.0.1-2
snapper 0.10.4-2
snapper-support 1.1.2-2
snapper-tools 1.1.3-1
snappy 1.1.9-2
sof-firmware 2.2.4-1
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
spandsp 0.0.6-4
speex 1.2.1-1
speexdsp 1.2.1-1
spirv-tools 2022.4-1
splix 2.0.0-19
sqlite 3.41.1-1
sratom 0.6.14-1
srt 1.5.1-3
sshfs 3.7.3-1
sstp-client 1:1.0.18-1
starship 1.13.1-1
startup-notification 0.12-7
stoken 0.92-4
strongswan 5.9.9-1
subversion 1.14.2-6
sudo 1.9.13.p3-1
svt-av1 1.4.1-1
svt-hevc 1.5.1-2
sysfsutils 2.1.1-1
system-config-printer 1.5.18-1
systemd 253.1-3
systemd-libs 253.1-3
systemd-oomd-defaults 251.5-1.1
systemd-sysvcompat 253.1-3
taglib 1.13-1
talloc 2.4.0-2
tar 1.34-2
tcl 8.6.13-1
tdb 1.4.8-1
tealdeer 1.6.1-1
terminus-font 4.49.1-5
tevent 1:0.14.1-1
texinfo 7.0.2-2
thin-provisioning-tools 1.0.2-1
thunar 4.18.4-1
thunar-archive-plugin 0.5.0-2
thunar-media-tags-plugin 0.4.0-1
thunar-volman 4.18.0-1
tint2 17.0.2-3
tinycompress 1.2.8-2
totem-pl-parser 3.26.6-2
tpm2-tss 3.2.0-3
traceroute 2.1.2-1
tracker3 3.4.2-2
tree-sitter 0.20.8-1
tslib 1.22-1
ttf-arimo-nerd 2.3.3-2
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-fantasque-nerd 2.3.3-2
ttf-fantasque-sans-mono 1.8.0-2
ttf-fira-sans 1:4.301-2
ttf-liberation 2.1.5-1
ttf-meslo-nerd-font-powerlevel10k 1.000-3
ttf-opensans 1.101-2
tumbler 4.18.0-1
twolame 0.4.0-2
tzdata 2022g-2
uchardet 0.0.8-1
udisks2 2.9.4-1
ufw 0.36.1-1
unace 2.5-11
unarchiver 1.10.7-8
unarj 2.65-1
unibilium 2.1.1-1
unixodbc 2.3.11-1
unrar 1:6.2.6-1
unzip 6.0-19
update-grub 0.0.1-7.1
upower 1.90.0-3
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-2
usbutils 015-2
util-linux 2.38.1-3
util-linux-libs 2.38.1-3
v4l-utils 1.24.1-1
vdpauinfo 1.5-1
vi 1:070224-6
vid.stab 1.1-3
vmaf 2.3.1-1
volume_key 0.3.12-7
vpnc 1:0.5.3.r526.r213-1
vte-common 0.70.3-1
vte3 0.70.3-1
vulkan-icd-loader 1.3.240-1
vulkan-intel 22.3.6-1
vulkan-mesa-layers 22.3.6-1
vulkan-radeon 22.3.6-1
vulkan-swrast 22.3.6-1
vulkan-tools 1.3.240-1
wavpack 5.6.0-1
wayland 1.21.0-2
wayland-protocols 1.31-1
webkit2gtk 2.38.5-1
webkit2gtk-4.1 2.38.5-1
webkit2gtk-5.0 2.38.5-1
webrtc-audio-processing 0.3.1-3
wget 1.21.3-1
which 2.21-6
whois 5.5.16-1
wildmidi 0.4.5-1
wireguard-tools 1.0.20210914-1
wireless-regdb 2023.02.13-1
wireless_tools 30.pre9-3
wireplumber 0.4.14-1
wmctrl 1.07-6
woff2 1.0.2-4
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.1-1
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xapp 2.4.2-1
xarchiver 0.5.4.20-1
xautolock 2.2-6
xbindkeys 1.8.7-4
xcape 1.2-4
xcb-proto 1.15.2-2
xcb-util 0.4.1-1
xcb-util-cursor 0.1.4-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2
xclip 0.13-3
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.16.0-1
xdg-desktop-portal-gtk 1.14.1-1
xdg-user-dirs 0.18-1
xdg-utils 1.1.3+25+g8ae0263-1
xdotool 3.20211022.1-1
xf86-input-elographics 1.4.3-1
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.2.1-1
xf86-input-void 1.4.2-1
xf86-input-wacom 1.1.0-1
xf86-video-amdgpu 23.0.0-1
xf86-video-ati 1:19.1.0.r15.g7a6a34af-1
xf86-video-nouveau 1.0.17-2
xfce4-notifyd 0.8.2-1
xfce4-power-manager 4.18.1-1
xfce4-settings 4.18.2-1
xfce4-terminal 1.0.4-1
xfconf 4.18.0-1
xfsprogs 6.1.1-2
xkeyboard-config 2.38-1
xl2tpd 1.3.18-1
xmlsec 1.2.37-1
xorg-fonts-encodings 1.0.7-1
xorg-server 21.1.7-1
xorg-server-common 21.1.7-1
xorg-server-xephyr 21.1.7-1
xorg-setxkbmap 1.3.3-2
xorg-xauth 1.1.2-1
xorg-xbacklight 1.2.3-3
xorg-xdpyinfo 1.3.3-4
xorg-xhost 1.0.9-1
xorg-xinit 1.4.2-1
xorg-xinput 1.6.3-3
xorg-xkbcomp 1.4.6-1
xorg-xkill 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.1-1
xorg-xset 1.2.5-1
xorg-xsetroot 1.1.3-1
xorg-xwininfo 1.1.5-3
xorgproto 2022.2-1
xsel 1.2.0.20200527-2
xvidcore 1.3.7-2
xxhash 0.8.1-4
xz 5.4.1-1
yad 12.3-1
yajl 2.1.0-5
zbar 0.23.90-1
zenity 3.44.0-2
zeromq 4.3.4-2
zimg 3.0.4-1
zip 3.0-10
zlib 1:1.2.13-2
zram-generator 1.1.2-1
zsh 5.9-3
zsh-autosuggestions 0.7.0-1
zsh-completions 0.34.0-3
zsh-history-substring-search 1.0.2-1
zsh-syntax-highlighting 0.7.1-1
zstd 1.5.4-1
zvbi 0.2.41-1
zxing-cpp 2.0.0-2
